#gene	sample	DS	Expression	RTS	p_exp	p_rts	p_combined
TCEA3	Blood(T_helper_naive_cells)	0.05638910666329802	2.6584397005488754	0.021211354409	0.12738726127387262	0.011198880111988802	0.0107743063280405
SCARF2	Blood(T_helper_naive_cells)	0.056168752858314706	1.601405740736836	0.0350746543674	0.17678232176782321	0.028897110288971104	0.03206527622770222
RPF1	Blood(T_helper_naive_cells)	0.056011488625720536	4.01432685423607	0.0139528968765	0.028997100289971003	0.0105989401059894	0.002792957544924342
NFIC	Blood(T_helper_naive_cells)	0.055739663934687704	2.7420006404717574	0.0203281002608	0.11298870112988701	0.019198080191980802	0.015473556785902091
RGS20	Blood(T_helper_naive_cells)	0.05564776271004852	0.3249778571954777	0.171235551832	0.2683731626837316	0.0193980601939806	0.03257842658342384
CPLX2	Blood(T_helper_naive_cells)	0.05500939680046978	0.48057258059496977	0.114466365793	0.2400759924007599	9.999000099990002e-05	0.0002793542620609853
GIMAP5	Blood(T_helper_naive_cells)	0.05419025963061924	4.300694554450036	0.0126003506979	0.010498950104989501	0.0100989901009899	0.0010763830885089653
RHPN1	Blood(T_helper_naive_cells)	0.05285487669716371	2.9839126967486487	0.0177132785268	0.08969103089691031	0.010198980101989802	0.007315176714010035
KCNA2	Blood(T_helper_naive_cells)	0.052697824702653336	0.4021262068426498	0.131047974009	0.25997400259974	0.011998800119988001	0.021118557550847857
LONRF3	Blood(T_helper_naive_cells)	0.052091697322457234	1.7441436152863916	0.0298666330375	0.15548445155484453	9.999000099990002e-05	0.00018767661888968842
CELF4	Blood(T_helper_naive_cells)	0.05203674911076439	0.18730909830499368	0.277812180944	0.26247375262473754	0.030996900309969003	0.047281398774965046
ALX4	Blood(T_helper_naive_cells)	0.051889720179743214	0.09075436326846412	0.571760059913	0.3691630836916308	9.999000099990002e-05	0.000413678117786816
SGPP2	Blood(T_helper_naive_cells)	0.0515977057161515	2.378619779270043	0.0216922881773	0.12258774122587741	9.999000099990002e-05	0.00015088268120495372
LTBP4	Blood(T_helper_naive_cells)	0.05071119101328089	2.595926123297505	0.0195349130155	0.1250874912508749	9.999000099990002e-05	0.00015370692669340345
MXI1	Blood(T_helper_naive_cells)	0.050266712799163275	3.42965525447864	0.0146564914166	0.0420957904209579	0.0081991800819918	0.0030965317842686978
SAMD11	Blood(T_helper_naive_cells)	0.050084661682464005	0.9973175705165286	0.0502193716055	0.26547345265473454	0.027097290270972903	0.04269093155664185
FOXE1	Blood(T_helper_naive_cells)	0.04907747025666648	0.18148787604537725	0.270417348674	0.29427057294270575	0.017698230176982303	0.03258972849112843
TRABD2A	Blood(T_helper_naive_cells)	0.04898406391742638	4.397838466189969	0.0111382135324	9.999000099990002e-05	0.0096990300969903	1.4397904937819588e-05
CBX8	Blood(T_helper_naive_cells)	0.04826891741505438	0.347835995271528	0.138769184533	0.29657034296570345	0.009999000099990002	0.020226272424194544
FOXD2	Blood(T_helper_naive_cells)	0.047748752680069916	0.16211884947643512	0.294529308802	0.32256774322567744	9.999000099990002e-05	0.0003658159618016223
TAP1	Blood(T_helper_naive_cells)	0.04761294581745677	4.20679488569179	0.011318104902	0.020597940205979402	0.0410958904109589	0.006834914062994171
SCAPER	Blood(T_helper_naive_cells)	0.04752317612358204	2.5593955017787398	0.018568125204	0.10798920107989202	0.0211978802119788	0.016206160713222797
ERICH6B	Blood(T_helper_naive_cells)	0.04748441349684741	1.8026994092663893	0.0263407272742	0.0664933506649335	0.031196880311968805	0.014890124007083215
CARD11	Blood(T_helper_naive_cells)	0.047219772370122835	4.354693977731174	0.0108434192188	0.0096990300969903	0.017798220177982202	0.0016683192416509832
KCNH2	Blood(T_helper_naive_cells)	0.047110126005966396	0.6637183698691331	0.0709790901452	0.1264873512648735	9.999000099990002e-05	0.00015528631584377957
STK26	Blood(T_helper_naive_cells)	0.04662450388619847	3.715740445777562	0.0125478365797	0.018998100189981004	0.0193980601939806	0.003282094596365773
LHX2	Brain(Germinal_Matrix)	2.071629475572118	4.1956669355468295	0.493754510879	0.06309369063093691	9.999000099990002e-05	8.18468872426912e-05
C1orf61	Brain(Germinal_Matrix)	2.0633834247133778	4.844753854948841	0.425900569253	0.028197180281971802	9.999000099990002e-05	3.884893555410192e-05
DLX1	Brain(Germinal_Matrix)	1.9752972715698056	5.151521242221368	0.383439605253	0.0182981701829817	9.999000099990002e-05	2.6001651493119154e-05
DLX2	Brain(Germinal_Matrix)	1.874636040870281	5.716070006120348	0.327958901634	0.009799020097990201	9.999000099990002e-05	1.4536287587296468e-05
SIX3	Brain(Germinal_Matrix)	1.8406597261169508	3.416348685429499	0.538779818924	0.11328867113288671	9.999000099990002e-05	0.00014033087825927992
NR2E1	Brain(Germinal_Matrix)	1.6539259293159518	3.8246115484171765	0.432442852922	0.0805919408059194	9.999000099990002e-05	0.00010257358800772069
BCAN	Brain(Germinal_Matrix)	1.6263972623542005	5.749561761473774	0.282873257098	9.999000099990002e-05	0.009999000099990002	1.4812747850267409e-05
DLX6	Brain(Germinal_Matrix)	1.6237951236088202	3.2541657456466484	0.498989679853	0.15058494150584942	9.999000099990002e-05	0.00018224479420214518
SLC32A1	Brain(Germinal_Matrix)	1.6114242869506554	4.1122008521875975	0.391864197512	0.07239276072392761	9.999000099990002e-05	9.291470296320784e-05
PAX6	Brain(Germinal_Matrix)	1.2464792985347508	2.9467520913322724	0.423001073691	0.1802819718028197	9.999000099990002e-05	0.00021494084308079298
OLIG2	Brain(Germinal_Matrix)	1.2255414798528574	3.2836893082002026	0.373220900282	0.1394860513948605	9.999000099990002e-05	0.00016988024525592748
SCRG1	Brain(Germinal_Matrix)	1.2138877852198766	3.462511961481248	0.350580098704	0.10738926107389261	9.999000099990002e-05	0.0001335975179888437
GSX1	Brain(Germinal_Matrix)	1.2108580807740317	2.787908276347613	0.434324934951	0.19048095190480951	9.999000099990002e-05	0.00022605244490426674
NR2F1	Brain(Germinal_Matrix)	1.151269759112585	4.4027357137635725	0.261489635981	0.0392960703929607	9.999000099990002e-05	5.283642169708561e-05
ASCL1	Brain(Germinal_Matrix)	1.0876764253092077	5.104216707717787	0.213093700286	0.0098990100989901	0.0103989601039896	0.0010480642302956504
ARX	Brain(Germinal_Matrix)	1.0850808533341998	4.873570045704541	0.222645995268	0.019998000199980003	0.011198880111988802	0.002106089208226079
POU3F2	Brain(Germinal_Matrix)	1.0767185029693451	4.326223184808445	0.248881866925	0.0514948505149485	9.999000099990002e-05	6.784650626172253e-05
CNTFR	Brain(Germinal_Matrix)	1.0662141384898547	5.84382263919355	0.182451488404	9.999000099990002e-05	0.020597940205979402	2.9025783957187437e-05
CELF4	Brain(Germinal_Matrix)	0.9334953315249853	3.3601670321041635	0.277812180944	0.0795920407959204	9.999000099990002e-05	0.00010140032004493268
CRMP1	Brain(Germinal_Matrix)	0.914867917431853	6.242456701241931	0.146555748997	9.999000099990002e-05	0.029597040295970403	4.063421573821203e-05
GSX2	Brain(Germinal_Matrix)	0.9065305346243931	3.5214662140531003	0.257429854362	0.06989301069893011	9.999000099990002e-05	8.995190636132603e-05
HELT	Brain(Germinal_Matrix)	0.8513888088132067	3.201648279201575	0.265922029707	0.11258874112588742	9.999000099990002e-05	0.000139533643074402
NR2F2	Brain(Germinal_Matrix)	0.8359255675618013	3.9185019715258553	0.213327841516	0.0628937106289371	9.999000099990002e-05	8.160743190946261e-05
SP8	Brain(Germinal_Matrix)	0.8219454665538963	3.316982091974527	0.247799187262	0.09059094090590941	9.999000099990002e-05	0.00011424043410763924
OTX2	Brain(Germinal_Matrix)	0.7579340842955646	2.095929859184638	0.361621874403	0.21387861213878612	9.999000099990002e-05	0.00025134184357984837
LHX6	Brain(Germinal_Matrix)	0.7499450812031307	2.977873755252678	0.251839111675	0.10978902109789021	9.999000099990002e-05	0.00013634032410025842
RNF220	Brain(Germinal_Matrix)	0.7297715790618495	2.3981679628877757	0.304303781201	0.1601839816018398	9.999000099990002e-05	0.00019287222278004408
KCNQ2	Brain(Germinal_Matrix)	0.727842321183112	3.938898599433501	0.184783208506	0.0715928407159284	0.008899110088991101	0.005325346326543349
GAD1	Brain(Germinal_Matrix)	0.7076487368805675	4.015283317200932	0.176238805827	0.0734926507349265	9.999000099990002e-05	9.421558116695129e-05
DPYSL5	Brain(Germinal_Matrix)	0.7017129524546071	4.937024634159747	0.142132763041	0.009299070092990702	0.0198980101989801	0.0017753871901311541
LINGO1	Brain(Germinal_Matrix)	0.7007628853608796	3.726054807713994	0.188071008486	0.11228877112288771	9.999000099990002e-05	0.00013919183782109735
OLIG1	Brain(Germinal_Matrix)	0.6926089849769586	3.9155567543762846	0.176886463005	0.09709029097090291	0.016698330166983303	0.012037036966404761
DSCAML1	Brain(Germinal_Matrix)	0.680819957068754	4.220139858266409	0.161326396739	0.05039496050394961	0.0091990800919908	0.004022322382634162
GAD2	Brain(Germinal_Matrix)	0.6673200372020083	4.290308744862769	0.155541262153	0.050594940505949405	0.010798920107989201	0.004650823860179325
NKX2-2	Brain(Germinal_Matrix)	0.6557109366850109	1.5301782314484682	0.428519320958	0.25877412258774124	9.999000099990002e-05	0.0002991709360483198
SHTN1	Brain(Germinal_Matrix)	0.6495124072407439	4.476620649002011	0.145089892168	0.038396160383961604	9.999000099990002e-05	5.171537102508414e-05
BUB3	Brain(Germinal_Matrix)	0.6434105266224676	3.8553044948165827	0.166889678231	0.10928907109289071	9.999000099990002e-05	0.00013576934253013782
GNAS	Brain(Germinal_Matrix)	0.6370834213766721	6.073871381108274	0.104889185398	9.999000099990002e-05	0.041995800419958006	5.618739125511268e-05
SLIT1	Brain(Germinal_Matrix)	0.6358606121618496	4.148122267902572	0.153288782513	0.08599140085991401	0.007899210078992101	0.005634156746735891
NFIX	Brain(Germinal_Matrix)	0.6250205490392178	5.372009180691453	0.116347632332	0.008899110088991101	9.999000099990002e-05	1.3287039943297535e-05
TMEM132E	Brain(Germinal_Matrix)	0.6221888315196528	1.4391239747644229	0.432338590997	0.2652734726527347	9.999000099990002e-05	0.0003060269256511005
SEMA5B	Brain(Germinal_Matrix)	0.6090200851283798	4.566491725789099	0.133367171496	0.068993100689931	9.999000099990002e-05	8.888312752655939e-05
PDE2A	Brain(Germinal_Matrix)	0.5990248279775606	2.915064370486536	0.205492830293	0.10358964103589641	9.999000099990002e-05	0.00012924372606569392
SFRP1	Brain(Germinal_Matrix)	0.5772417937571457	4.5566414876334935	0.126681415539	0.0817918208179182	0.009599040095990401	0.006398493256639105
OTX1	Brain(Germinal_Matrix)	0.5742285159889525	2.6541570387568747	0.216350618145	0.1606839316068393	9.999000099990002e-05	0.00019342412807736662
PCDHGA1	Brain(Germinal_Matrix)	0.5725852914790132	4.808013066002794	0.119089795227	0.07789221077892211	0.021497850214978503	0.012378403391212716
NRXN2	Brain(Germinal_Matrix)	0.5690793900792803	3.670766398687009	0.15503012948	0.14578542145785423	9.999000099990002e-05	0.0001769083687529507
POU3F3	Brain(Germinal_Matrix)	0.5684228613309917	4.152000074710263	0.136903384177	0.09669033096690331	0.020997900209979003	0.014617252762368456
SCRT2	Brain(Germinal_Matrix)	0.5636835525490311	3.9922749219852087	0.141193570975	0.11198880111988802	0.010198980101989802	0.008880182762413773
FOXG1	Brain(Germinal_Matrix)	0.5588814621723888	6.022335594774879	0.0928014477734	0.009999000099990002	0.053394660533946606	0.0045569466197151265
RBFOX3	Brain(Germinal_Matrix)	0.5584516861911164	1.2655381599840907	0.441276054606	0.3096690330966903	9.999000099990002e-05	0.00035245146360951893
CDH22	Brain(Germinal_Matrix)	0.556488444167351	1.0487215190546446	0.530635096216	0.34066593340665935	9.999000099990002e-05	0.0003844811832046183
IGSF21	Brain(Germinal_Matrix)	0.553137861186909	2.5379733707246928	0.217944706421	0.17348265173482652	9.999000099990002e-05	0.00020750124569712363
PCDHGA2	Brain(Germinal_Matrix)	0.5418635646521165	4.821305235025053	0.112389392133	0.07169283071692831	0.031196880311968805	0.015886074153678514
PCDHGA3	Brain(Germinal_Matrix)	0.5406826871984949	4.830463425066994	0.111931845792	0.04689531046895311	0.04079592040795921	0.013887484693177153
PCDHGB1	Brain(Germinal_Matrix)	0.5384605096517521	4.825148733959145	0.111594593108	0.07289271072892711	0.04839516048395161	0.02344874973148397
PTPRN2	Brain(Germinal_Matrix)	0.537739047826259	3.4687002547637413	0.155026092868	0.15148485151484853	0.0105989401059894	0.011936308292453608
RFX4	Brain(Germinal_Matrix)	0.5322495789986884	2.7526410844300853	0.193359599989	0.1277872212778722	9.999000099990002e-05	0.00015675150401710052
ROBO3	Brain(Germinal_Matrix)	0.5303821121966975	1.6812002786609912	0.315478244281	0.2161783821617838	9.999000099990002e-05	0.00025381325813723905
EEF1A2	Brain(Germinal_Matrix)	0.5227658974740718	5.026502081551228	0.10400192599	0.0425957404259574	0.030296970302969704	0.009875987887361583
ELFN2	Brain(Germinal_Matrix)	0.5204408528502317	2.245273726280932	0.231793944212	0.1635836416358364	9.999000099990002e-05	0.000196622126715126
PCDHGB2	Brain(Germinal_Matrix)	0.5133727516142468	4.83565472618775	0.106164062714	0.05069493050694931	0.0608939106089391	0.02093164757379682
C1QL2	Brain(Germinal_Matrix)	0.5039710002703348	3.1347548122027935	0.160768873632	0.15798420157984203	9.999000099990002e-05	0.00019044197930504514
CACNG4	Brain(Germinal_Matrix)	0.4997833953563847	5.409080263032308	0.092397112088	0.0096990300969903	0.010498950104989501	0.0010378689437615617
KIF1A	Brain(Germinal_Matrix)	0.4984476051521462	4.703956136478763	0.105963489176	0.10108989101089891	0.009599040095990401	0.007702606794277001
PCDHGA5	Brain(Germinal_Matrix)	0.49752922372106845	4.836361268881602	0.10287263421	0.06009399060093991	0.06989301069893011	0.027186037669485193
FOXF2	Brain(Germinal_Matrix)	0.49251168515802585	1.7236590565241232	0.285736139809	0.1902809719028097	9.999000099990002e-05	0.00022583510500312913
PHACTR3	Brain(Germinal_Matrix)	0.48947175300541174	2.6080088469219835	0.187680250235	0.2024797520247975	9.999000099990002e-05	0.00023905519059817977
CPLX2	Brain(Germinal_Matrix)	0.48481364738941757	4.235424476270614	0.114466365793	0.12768723127687232	0.019698030196980302	0.017569607329654936
GRIK3	Brain(Germinal_Matrix)	0.48148409483147736	2.0942069938803094	0.229912370763	0.18218178182181782	0.009299070092990702	0.012503615653855951
PCDHGA6	Brain(Germinal_Matrix)	0.4658787864525706	4.852131821262495	0.0960152781528	0.03849615038496151	0.08559144085591441	0.022126737993857917
PCDHGA7	Brain(Germinal_Matrix)	0.44923963660926536	4.822440523699498	0.0931560761406	0.06259374062593741	0.0837916208379162	0.03278288036302458
GRM4	Brain(Germinal_Matrix)	0.44445068255246406	1.5709049627173166	0.28292652522	0.22107789221077892	9.999000099990002e-05	0.00025907032037416543
NFIB	Brain(Germinal_Matrix)	0.44411899174625	4.442804185972478	0.099963665549	0.13558644135586442	0.0193980601939806	0.01825490582207864
VAX1	Brain(Germinal_Matrix)	0.44282229347447033	1.2711640538662592	0.348359672481	0.30356964303569645	0.010298970102989701	0.02115939382182929
SLC6A17	Brain(Germinal_Matrix)	0.4417421870866458	1.721515815839451	0.256600713756	0.20927907209279073	0.009299070092990702	0.01409352065013521
SP9	Brain(Germinal_Matrix)	0.4395619745015972	4.661522163634654	0.0942958027596	0.0888911108889111	0.010198980101989802	0.007258057329038343
KIRREL3	Brain(Germinal_Matrix)	0.43075850422939654	2.4810659504020625	0.173618320851	0.2333766623337666	9.999000099990002e-05	0.00027221930185606226
INHBB	Brain(Germinal_Matrix)	0.4215701482820711	2.627851925773098	0.160423859559	0.20857914208579142	9.999000099990002e-05	0.0002456373863388223
CUX2	Brain(Germinal_Matrix)	0.42111351331810787	2.4159137783010487	0.17430817155	0.2612738726127387	9.999000099990002e-05	0.0003018097646491121
NEUROD2	Brain(Germinal_Matrix)	0.42101965168544353	1.2095571826198366	0.348077509468	0.34406559344065596	9.999000099990002e-05	0.000387976472947479
PPP2R2C	Brain(Germinal_Matrix)	0.41665187464556674	1.8285734423507713	0.227856243012	0.23847615238476152	9.999000099990002e-05	0.0002776521097870614
GRIN1	Brain(Germinal_Matrix)	0.41595823179393093	2.613592990749323	0.159151877613	0.21507849215078492	0.010698930106989302	0.016278887482347716
KCNIP1	Brain(Germinal_Matrix)	0.40826368791278683	2.614691449356351	0.156142204853	0.19918008199180082	0.0183981601839816	0.024219176679124287
BCL11B	Brain(Germinal_Matrix)	0.3991973312683573	3.1466921539049317	0.12686253111	0.14178582141785823	0.007599240075992401	0.008439935294369517
CDK5R2	Brain(Germinal_Matrix)	0.39799106629692416	2.9292184694956513	0.135869369404	0.1725827417258274	9.999000099990002e-05	0.00020651461857460396
SEZ6	Brain(Germinal_Matrix)	0.39325843663744287	3.6670938620420137	0.107239806624	0.1498850114988501	0.012098790120987902	0.013260753640079694
INSM1	Brain(Germinal_Matrix)	0.38884009673609554	5.130064381672953	0.0757963385655	9.999000099990002e-05	0.0306969303069693	4.203227439294185e-05
ISLR2	Brain(Germinal_Matrix)	0.38813140587997846	2.700421173937719	0.143729952063	0.1695830416958304	9.999000099990002e-05	0.00020322245895849998
PRDM16	Brain(Germinal_Matrix)	0.38725460953386576	2.063312159749952	0.187685904774	0.28117188281171884	9.999000099990002e-05	0.00032273138350233794
IGF2	Brain(Germinal_Matrix)	0.38615416839591904	2.3527077023972565	0.16413180779	0.25837416258374163	9.999000099990002e-05	0.0002987485000087795
SALL1	Brain(Germinal_Matrix)	0.38337157992614007	4.261763964763949	0.0899560799462	0.0598940105989401	0.0316968303169683	0.013795501690118032
SLC8A2	Brain(Germinal_Matrix)	0.38046603388320355	2.3080700232246154	0.164841633943	0.27177282271772824	9.999000099990002e-05	0.0003128669914776311
UNC5A	Brain(Germinal_Matrix)	0.37716854623891133	1.8166146702262311	0.207621656051	0.280971902809719	0.0093990600939906	0.018318793302714444
FEZF2	Brain(Germinal_Matrix)	0.37465534441906706	1.37194185489549	0.273083981717	0.2896710328967103	9.999000099990002e-05	0.00033162423069486017
RXRG	Brain(Germinal_Matrix)	0.37251740593808913	3.9599175305373926	0.0940720111127	0.1332866713328667	0.022097790220977902	0.02010940546897015
PCDHGB4	Brain(Germinal_Matrix)	0.37133659226686533	4.843998092222353	0.0766591119974	0.0081991800819918	0.10948905109489052	0.007195814556251642
SHANK1	Brain(Germinal_Matrix)	0.3654183825032407	1.9431921729882644	0.188050563183	0.3026697330266973	9.999000099990002e-05	0.0003451770633082389
EBF4	Brain(Germinal_Matrix)	0.3630241649714541	3.429752444079429	0.105845588243	0.17768223177682232	0.0103989601039896	0.013476845197134813
GABBR2	Brain(Germinal_Matrix)	0.35930364151054145	2.480982292895844	0.144823138214	0.21037896210378962	0.009099090090990901	0.013894493055811592
CPXM1	Brain(Germinal_Matrix)	0.359168731470233	3.7969936748433804	0.094592923304	0.14858514148585142	0.008999100089991	0.010185243360478158
NRN1	Brain(Germinal_Matrix)	0.35864824406287277	1.2237754316221157	0.293067040566	0.30896910308969106	0.0103989601039896	0.021657143105673918
SEZ6L	Brain(Germinal_Matrix)	0.35590981976721536	3.0402753363046626	0.117064995896	0.20027997200279973	9.999000099990002e-05	0.000236676804620001
DLL3	Brain(Germinal_Matrix)	0.35443052622030674	4.22174050474054	0.083953650354	0.07079292070792921	0.0370962903709629	0.018231382261660472
BMP7	Brain(Germinal_Matrix)	0.35392594512817327	3.0551326168354387	0.115846344338	0.1912808719128087	0.0105989401059894	0.01459915152426878
FBXL16	Brain(Germinal_Matrix)	0.3512578407210498	4.13147976888436	0.0850198622214	0.10168983101689831	0.030296970302969704	0.020896271605147086
METAP1D	Brain(Germinal_Matrix)	0.35022435383169137	1.5243156590172655	0.229758417661	0.2776722327767223	0.010698930106989302	0.02025763505092384
NXPH1	Brain(Germinal_Matrix)	0.3494908796626596	2.0849264719104057	0.167627436445	0.29327067293270676	0.020997900209979003	0.03750258765997813
CRHR1	Brain(Germinal_Matrix)	0.34849785099294844	1.8606634478752662	0.187297628376	0.3384661533846615	9.999000099990002e-05	0.00038221771955424726
SLC12A5	Brain(Germinal_Matrix)	0.3481247627788892	1.5615073786765503	0.222941477916	0.26977302269773024	0.010698930106989302	0.01976464596882151
SLC6A1	Brain(Germinal_Matrix)	0.347390027494441	4.172755169513328	0.0832519554544	0.0736926307369263	0.0537946205379462	0.025888385816561305
CACNG2	Brain(Germinal_Matrix)	0.34657302493342257	1.3428648031925547	0.258084822917	0.3090690930906909	9.999000099990002e-05	0.00035182856854319076
FEZF1	Brain(Germinal_Matrix)	0.34514299847523844	1.8677941555040527	0.184786421704	0.31726827317268275	0.0105989401059894	0.02251335596372692
ASIC2	Brain(Germinal_Matrix)	0.3437193955535733	1.487496241628858	0.231072446393	0.28217178282171784	9.999000099990002e-05	0.000323778919333811
EMX2	Brain(Germinal_Matrix)	0.343415903874548	1.4530179931627987	0.236346628528	0.3007699230076992	9.999000099990002e-05	0.00034319980607719683
CADM3	Brain(Germinal_Matrix)	0.341808510638426	4.800194059024929	0.0712072275486	0.0410958904109589	0.12428757124287572	0.03206110828891215
MEIS2	Brain(Germinal_Matrix)	0.33644659061689525	3.285861349648824	0.102392205518	0.21157884211578842	0.0110988901109889	0.016564998978763974
IGF2BP1	Brain(Germinal_Matrix)	0.33529328299442457	1.9429056400350146	0.172573117338	0.33486651334866513	0.010698930106989302	0.023759247100018067
VSTM2L	Brain(Germinal_Matrix)	0.33288580343917673	3.4571050136004513	0.0962903360267	0.15478452154784522	0.017998200179982	0.0191755266382007
CDH4	Brain(Germinal_Matrix)	0.33270552430650124	2.3302975315605816	0.142773838877	0.2501749825017498	9.999000099990002e-05	0.00029007477891748165
ZDHHC22	Brain(Germinal_Matrix)	0.331509332533003	3.0034523965691293	0.110376090166	0.20337966203379662	9.999000099990002e-05	0.00024002747644482424
SEPT5	Brain(Germinal_Matrix)	0.3243942229745839	5.053969330794918	0.0641860291866	9.999000099990002e-05	0.037196280371962806	5.0217347220791545e-05
PCDHGA8	Brain(Germinal_Matrix)	0.3200525626819525	4.8138009341833605	0.0664864557255	0.009999000099990002	0.11898810118988101	0.009201621918212789
ST8SIA2	Brain(Germinal_Matrix)	0.3183002721630747	4.1348465055314305	0.0769799487689	0.04609539046095391	0.051994800519948	0.016857703370400805
BCL11A	Brain(Germinal_Matrix)	0.3085797456372697	3.443937535338314	0.0896008543915	0.1374862513748625	0.0240975902409759	0.02223040128400028
MAFB	Brain(Germinal_Matrix)	0.3020755836514002	2.241879217876651	0.134742131174	0.27687231276872315	0.010498950104989501	0.019884954563560573
CRTAC1	Brain(Germinal_Matrix)	0.30073635013422834	0.8845936451309004	0.339971185402	0.35096490350964904	9.999000099990002e-05	0.0003950595646904753
SOX9	Brain(Germinal_Matrix)	0.2977393343542321	5.2933299500369895	0.0562480210311	9.999000099990002e-05	0.0481951804819518	6.381819023170158e-05
DLGAP4	Brain(Germinal_Matrix)	0.29756382896333566	4.361556034333374	0.0682242361719	0.030996900309969003	0.022397760223977603	0.005743388024840446
HPCAL4	Brain(Germinal_Matrix)	0.29553583905301656	1.8242266593655565	0.162006095863	0.37066293370662934	0.022797720227977204	0.04878811388148458
SYT5	Brain(Germinal_Matrix)	0.2920654305585308	3.7262956554993587	0.0783795644684	0.06989301069893011	0.010498950104989501	0.006029859021321353
RGMA	Brain(Germinal_Matrix)	0.2914076698719553	4.3033215736187325	0.0677169170109	0.043195680431956804	0.030496950304969503	0.010054101182350667
NAT16	Brain(Germinal_Matrix)	0.29081962237844455	1.437937594271729	0.202247735602	0.36136386361363865	0.010998900109989001	0.02594554560399113
SALL3	Brain(Germinal_Matrix)	0.2859750024036311	3.901285564885405	0.073302760756	0.07329267073292671	0.021497850214978503	0.011743359434036826
PSD2	Brain(Germinal_Matrix)	0.2855059488193453	2.806929760660347	0.101714675166	0.27377262273772623	9.999000099990002e-05	0.00031496848294923073
SYT7	Brain(Germinal_Matrix)	0.28458342341519466	1.8338606452466903	0.155182687492	0.32826717328267174	0.018598140185981403	0.03723305119102519
SFRP2	Brain(Germinal_Matrix)	0.28433586849215237	4.274176912399137	0.0665241224965	0.0486951304869513	0.0387961203879612	0.013737398176688483
INS-IGF2	Brain(Germinal_Matrix)	0.2841040474281157	1.4625607165733405	0.194251113276	0.3742625737426257	0.010798920107989201	0.02631549520604772
TRIM67	Brain(Germinal_Matrix)	0.2828864077567584	1.5736034594248842	0.17976981816	0.36696330366963303	0.0098990100989901	0.024039695218824885
MSX1	Brain(Germinal_Matrix)	0.2824955505271077	0.681074599325676	0.414779160472	0.3561643835616438	9.999000099990002e-05	0.0004003885707630459
CPLX1	Brain(Germinal_Matrix)	0.28238724164938783	2.239219217372226	0.126109690136	0.278972102789721	0.020397960203979604	0.03510425353395461
FRMD4A	Brain(Germinal_Matrix)	0.28224058832156185	2.8425810940598164	0.099290250298	0.27487251274872515	9.999000099990002e-05	0.00031612367997947374
APC2	Brain(Germinal_Matrix)	0.28163826021372235	4.07836760769896	0.0690566146323	0.06009399060093991	9.999000099990002e-05	7.824828721457547e-05
SOX2	Brain(Germinal_Matrix)	0.28143113414836546	5.709757919406555	0.0492895037094	9.999000099990002e-05	0.066993300669933	8.650383861174516e-05
NEUROG1	Brain(Germinal_Matrix)	0.2786342251185012	0.6439569363691735	0.432690773842	0.36846315368463156	9.999000099990002e-05	0.00041296370727470427
SHISA7	Brain(Germinal_Matrix)	0.2785676623799253	3.0644651112350827	0.0909025400089	0.1775822417758224	0.009799020097990201	0.012796572516021109
PROX1	Brain(Germinal_Matrix)	0.27720820514472305	2.5583894265478038	0.108352623048	0.24757524247575244	9.999000099990002e-05	0.00028731900536541516
CACNA1E	Brain(Germinal_Matrix)	0.2770621834101859	2.1674524190025495	0.127828496248	0.27957204279572045	9.999000099990002e-05	0.00032105458610379064
MIR124-2HG	Brain(Germinal_Matrix)	0.2754619947423681	3.081267561660254	0.089398920811	0.1633836616338366	9.999000099990002e-05	0.00019640174114018527
JPH3	Brain(Germinal_Matrix)	0.274869328730174	2.8641418531663936	0.0959691743013	0.22907709229077092	9.999000099990002e-05	0.00026763005116332156
OLFM1	Brain(Germinal_Matrix)	0.2747539739580194	3.6143983354266283	0.0760165174007	0.0832916708329167	9.999000099990002e-05	0.00010573525816559333
PHF21B	Brain(Germinal_Matrix)	0.27202275894424766	3.174840339278444	0.0856807681252	0.1364863513648635	9.999000099990002e-05	0.0001665235981245979
WNT7A	Brain(Germinal_Matrix)	0.27061061613277376	2.8597407143426428	0.0946276754307	0.23827617238276172	0.010498950104989501	0.017488544613483176
LRRC4B	Brain(Germinal_Matrix)	0.27057443235010525	4.77663299944717	0.0566454304489	0.010498950104989501	0.13008699130086993	0.01037448438359028
KCND3	Brain(Germinal_Matrix)	0.2624401263837383	2.37453359230663	0.110522810557	0.25997400259974	9.999000099990002e-05	0.0003004378736794153
SLC6A11	Brain(Germinal_Matrix)	0.26074807680483353	2.2892971986671102	0.113898744539	0.28417158284171584	9.999000099990002e-05	0.0003258729293823066
SORCS2	Brain(Germinal_Matrix)	0.256332383767451	2.280441728308356	0.112404706766	0.29247075292470753	0.0105989401059894	0.021006001614099767
NOVA2	Brain(Germinal_Matrix)	0.24937587416926918	3.6351094109041084	0.068602027059	0.09099090090990901	0.009799020097990201	0.007153006874312154
NKAIN4	Brain(Germinal_Matrix)	0.24927781733324397	3.5358156833869163	0.0705007951926	0.134986501349865	0.010498950104989501	0.01071282560402553
NCAN	Brain(Germinal_Matrix)	0.247575241876896	5.557275837880695	0.0445497486717	9.999000099990002e-05	0.0725927407259274	9.31513498193938e-05
CAMTA1	Brain(Germinal_Matrix)	0.24746074385171224	2.3647144644595945	0.104647198455	0.3217678232176782	9.999000099990002e-05	0.0003649886773926094
