	Blood(T_helper_naive_cells)	Brain(Germinal_Matrix)	Heart(Right_Atrium)
ABI3	0.005713347490091999	0.004384353442174972	0.00777179205516695
ABI3BP	6.0798813311232926e-05	0.0011409556429948602	0.0022273368090355507
ABL1	0.001205143604553953	0.0016281889715133102	0.001273025414463195
ABL2	0.0003712507792026163	0.00028817870810229717	0.00020216793987594354
ABLIM1	0.02242669156338282	0.007709777724523986	0.022377923667807997
ABLIM2	0.024427014078649664	0.05572853968894472	0.039182595576997874
ABLIM3	0.0	0.02980590874997106	0.0608982109836205
ABR	0.10289569525093066	0.120886966260867	0.1241014490416708
ABRA	3.1775420615706876e-05	0.0	0.0006584011984498034
ABRACL	0.0007339321343496978	0.0005969906922487377	0.0004240537549881366
ABT1	0.021058697519675342	0.01467136650189632	0.01478028207334531
ABTB1	0.0005195296174111966	0.00031844059931285056	0.0003848327838252769
ABTB2	0.001974399105448201	0.007184756024499251	0.005298510364916854
ACAA1	0.000276299909101422	0.00022774369897595335	0.0003349875218312925
ACAA2	0.00028822982402413276	0.0003784767955592823	0.0004910842873092812
ACACB	0.00075171320387254	0.000493465140646978	0.001319726217827479
ACAD10	0.00029888014444812063	0.00023131456334369286	0.00025764345964154233
ACAD11	0.00032999822147216425	0.00023527233960921878	0.00027409573936104073
ACAD8	0.00019569694622426233	0.00015277079150229382	0.00018275857665841016
ACAD9	0.00021447717017976552	0.0002415983584465949	0.0002670506556018519
ACADL	6.776624311241768e-05	0.002767457779007649	0.003350485660578798
ACADM	0.00018745891269429971	0.00023470384132348273	0.00037817055900404
ACADS	0.0002036653489865941	0.0001575403569281609	0.0004293135284354517
ACADSB	0.0031433856812805206	0.001543135352049069	0.0034983657481387695
ACADVL	0.0003855336207751699	0.00033735370913301965	0.0005860200988695723
ACAN	0.013192619447575936	0.013192619447575936	0.023055983387635273
ACAP1	0.002478429847397512	0.0001768125603807976	0.00045587843217156313
ACAP2	0.00041621170217414217	0.00028445797951886457	0.0002022451814166367
ACAP3	0.00024827236724634814	0.0003497293712082944	0.0002761989047512933
ACAT1	0.00018616468994549793	0.00024638963554633904	0.0003933027093032763
ACAT2	0.00016233060947476647	0.00017982545494168637	0.00010561508812406336
ACBD3	0.00024822835144553025	0.00022099577365334693	0.0002095078919629371
ACBD4	0.0003606986962985071	0.00021271605592413536	0.0002927150378339564
ACBD5	0.00021247487600414565	0.00021808200569397405	0.00022723904066061315
ACBD7	4.8389461996414744e-05	0.0005566246901180817	8.139892531685947e-06
ACCS	0.001484688990060636	0.0003828618524997027	0.0009124002377355627
ACCSL	5.930614938263831e-05	0.00021516887227009799	0.0
ACD	0.00019897388981350537	0.00031423534479792486	0.00016832065675803317
ACE	0.003636517873865262	0.011376750624551133	0.020159196727285448
ACE2	0.0005903093127486655	0.001565999295174707	0.022979524259369617
ACER1	0.0027672591085095804	5.896201050387379e-05	3.484126677087041e-06
ACER2	0.0002241443261538016	0.00018136506358594728	0.0003245516715225337
ACER3	0.0002781889870408919	0.0003713396242595604	0.0003083111189046282
ACHE	0.0	0.004736013614953909	0.005942560985655472
ACIN1	0.00031770188449796514	0.0002969834473361796	0.00023471125566314373
ACKR1	0.0	0.030950978383053652	0.030334866178770837
ACKR2	0.0001138743878555684	4.450695292745073e-05	0.00018492898392675756
ACKR3	0.0011840687271967697	0.005191330077889429	0.0072909886600324965
ACKR4	2.7443664274486134e-05	9.909677083586866e-07	3.749237133243973e-05
ACLY	0.00030393635149833455	0.0003699208944988867	0.00030792706869387084
ACMSD	0.00016247793444358253	9.582594199003753e-06	8.072872151078759e-07
ACO1	0.0012605542650239976	0.0019495637818212127	0.0027591017085846796
ACO2	0.00039263573300790975	0.0004727404397816652	0.0006742530420315256
ACOD1	7.79511487206217e-06	0.0	0.0
ACOT1	0.00010019141931748724	0.00011741939958085981	0.0002462386989535579
ACOT11	0.00011277183186425141	0.00046261980683418025	0.0018367752713583313
ACOT12	0.0016079268294442674	0.00035502687612470153	5.459084600025347e-05
ACOT13	0.0001841494023083031	0.00017241606693267628	0.00034771475262198025
ACOT2	0.00015523755903137207	0.00014039550688001515	0.00029371873890196484
ACOT4	0.0001718332799598217	0.00018522860704849013	0.0002509169370020276
ACOT6	0.0	0.0	3.70265857923153e-05
ACOT7	0.0006018353089993041	0.002298618111986688	0.0007944275798378581
ACOT8	0.0001501376675687971	0.00012879547990432251	0.00015984490134204942
ACOT9	0.0003919110493327474	0.0003795047481978037	0.000750131041936518
ACOX1	0.00018182712444206545	0.00023697641210873854	0.0002856451603193741
ACOX2	6.020285096087533e-06	0.00011232126660655469	0.00042538528029640134
ACOX3	0.0007682363341164774	0.0008723202671045869	0.0013156983551146
ACOXL	0.0025902407785453035	0.0	0.0014198415713048077
ACP1	0.00037893642155580157	0.0003481526171431761	0.00034914339567700445
ACP2	0.00010367268275180088	0.0001497127439007795	0.00015915600528867933
ACP5	0.0006799617332655691	5.834216321708803e-05	0.0003084248661210908
ACP6	0.0004019990926949306	0.0002980120260813906	0.00041927663568234487
ACP7	0.00018385226618606885	0.0	0.0
ACPP	0.00010845494715719981	3.819207634642178e-05	0.0001064270959074838
ACPT	0.0002629926401402127	1.8134910951003241e-06	0.0
ACR	0.0	0.00014308007918104396	0.0013550582911725742
ACRBP	0.0008251527271536289	0.0003462056363565921	8.521878849090265e-05
ACRV1	1.4239894994583757e-05	1.7943885349886978e-05	2.0380148601158672e-06
ACSBG1	0.0020034590076152686	0.000972547926046706	0.0009149030598568418
ACSBG2	0.0001443644468150134	2.9609363433846576e-05	2.7345248531015304e-05
ACSF2	0.0010096259351438438	0.000660336042911689	0.0021982211309500583
ACSF3	0.006007500276135427	0.0035611077157257738	0.004019459165776139
ACSL1	0.008855978888315488	0.007638661448611688	0.02189445538751741
ACSL3	0.00025151463318347396	0.0002899994745226659	0.00031443836792789724
ACSL4	0.0038751517980127694	0.0032748024765426823	0.004856506045337331
ACSL5	0.002206291923537762	0.00025549478597106643	0.0014264154529154028
ACSL6	0.020490240103853235	0.01269804090716152	0.008512494078732955
ACSM1	0.00026331116227651304	1.4973375805789185e-05	0.0001700582037161425
ACSM2A	0.0	2.0703569267681707e-06	2.481967653316927e-06
ACSM2B	0.0	0.0	5.754480244379224e-06
ACSM3	0.0003626902474686663	1.1646144651476425e-05	0.00016161129066946336
ACSM4	0.0	0.0	0.0
ACSM5	0.0	0.00011034172054944795	0.00026844748771812386
ACSM6	1.915067166204416e-05	5.359727562708835e-07	3.1998901325185775e-06
ACSS1	0.041568921883096153	0.03555034202318944	0.041512159112734426
ACSS2	0.0005214724755860036	0.0003954214376250294	0.0007515834716662272
ACSS3	0.0	0.0003810182696138306	0.000775784452427064
ACTA1	0.0022636621915005455	0.020454220346262892	0.14290475425683055
ACTA2	0.0003417782322685051	0.0004886670790770423	0.0015076318829522247
ACTB	0.0005706004013173427	0.0006837552397354324	0.0005416522225666733
ACTBL2	0.0	0.0	0.0
ACTC1	0.00010122746215353113	0.007930492538458121	0.07080416038786641
ACTG1	0.0008284932262526486	0.0010865007304286952	0.0007294609232935583
ACTG2	9.20693013630599e-05	0.00013438201277619793	0.002886007485249869
ACTL10	7.5686151694119665e-06	6.4159572100980784e-06	1.6710793042558036e-05
ACTL6A	0.00033248023039877207	0.00036590255111937803	0.00029328447023595027
ACTL6B	0.0008364191714487435	0.05642498408338727	0.00024631602101675355
ACTL7A	1.5954742714736467e-05	0.0	0.0
ACTL7B	7.619677135801706e-06	0.0	4.055054349383629e-06
ACTL8	0.0	0.002085220329649982	0.0
ACTL9	2.6632296726105087e-05	0.0	0.0
ACTN1	0.0011885091687885393	0.0007271826972547404	0.0009592234700692052
ACTN2	1.55771519409e-05	0.00958613536343075	0.02412238831467802
ACTN4	0.0012458947176080433	0.0019509739100611512	0.001824770658095513
ACTR10	0.0004050611018988737	0.000520191777727391	0.0005740468313986065
ACTR1A	0.00021184450204594078	0.0003565274986021398	0.0003533165764042438
ACTR1B	0.0002657807042956596	0.00021835766126473882	0.00026066641524201775
ACTR2	0.003599101782163223	0.0029020104363919243	0.0033493738308369657
ACTR3	0.0003602745950854322	0.00033268163026872223	0.000305592595510017
ACTR3B	0.00013735245606132101	0.00032579297952649365	0.00013852354314714097
ACTR3C	0.0004008678509668475	6.977779997358663e-05	0.00031482654495021894
ACTR5	0.10431772138409827	0.08523165723685569	0.059145214487851615
ACTR6	0.0002542514539651978	0.00026214110487965625	0.0002395884938949683
ACTR8	0.00013048638472048854	0.0001564045775125554	0.00015225867257814805
ACTRT1	0.0	0.0	0.0
ACTRT2	0.0	0.0	0.0
ACTRT3	5.6772263103035135e-06	4.011294618204586e-06	3.4123076399602504e-05
ACVR1	0.0004225120824764386	0.0005590098303720773	0.0005252763111345259
ACVR1B	0.0017755574051977962	0.002838786530586879	0.0023438194545649976
ACVR1C	0.0022893612902093346	0.0013765984565792247	0.0002722675657187713
ACVR2A	0.0005433067719256117	0.0007191889897394169	0.0004455478534623771
ACVR2B	0.00020070818975570832	0.0003222342022746263	7.928514669514156e-05
ACVRL1	0.0	0.0020035234804768117	0.008285422284594886
ACY1	8.798038839421739e-05	9.59132165810984e-05	0.00014287091542669386
ACY3	0.0004911209554018292	0.0008585817832300962	0.0
ACYP1	0.00022537611593425246	0.0003713142098225133	0.00023751593353561285
ACYP2	0.00038314963053328016	0.0006178574135135376	0.0013032646750535401
ADA	0.0010894997964778811	0.0002759411028801872	0.0008417472261609884
ADAD1	0.0	0.0	0.0
ADAD2	0.00015823945804321936	2.751630283991386e-05	0.00041875729994425966
ADAL	0.00010750045155069732	0.0001399940295540845	0.00035835409506662684
ADAM10	0.00039436944489758664	0.0002857742639919301	0.0003134752981761257
ADAM11	0.007399040857237632	0.020966343640617356	0.04925429868864832
ADAM12	0.0010505444755962647	0.0024487889410474586	0.0008346397308231481
ADAM15	0.0003100164323734462	0.0005821680749295245	0.0006878129491281274
ADAM17	0.00026195318105666596	0.00023577536096538968	0.00020632688622634456
ADAM18	0.0	0.0	0.0
ADAM19	0.0008627966740521516	0.0014767220753913284	0.001872713281064265
ADAM2	0.0	0.0	0.0
ADAM20	8.771486458513023e-06	1.0538538052743163e-05	1.4657485395044966e-05
ADAM21	2.129035112541841e-05	4.56038780085626e-06	5.5374752650237784e-05
ADAM22	0.00024695667215255307	0.0007309697049382464	0.00012622560851950035
ADAM23	0.004514519529687508	0.0136896510838371	0.023138769166459926
ADAM28	0.00013310468578874336	0.00022575829612213186	4.56789158636351e-05
ADAM29	1.4502376100385372e-06	1.243679145739461e-06	0.0
ADAM30	0.0	0.0	0.0
ADAM32	0.0	0.00010862574122912782	7.593370515459427e-05
ADAM33	0.0	0.059849615787186096	0.12449006561868503
ADAM7	0.0	0.0	0.0
ADAM8	0.002247898426818274	0.0006381475255514214	0.0002876570486005316
ADAM9	0.00010514379873584628	0.0004125051084598765	0.0004853517833122435
ADAMDEC1	0.0	0.0	2.253165776152994e-06
ADAMTS1	0.0	0.0007840807521413346	0.004994957401226052
ADAMTS10	0.0014756098710668806	0.0018956627770709913	0.0009316553477339925
ADAMTS12	2.409094251163321e-05	0.002250619839326274	0.0012247019431720287
ADAMTS13	0.001396549282226196	0.0016533230990530931	0.001962905818232201
ADAMTS14	4.439495726174487e-05	0.0009529510538264787	0.001420311437081578
ADAMTS15	0.0003313922880128451	0.0018680568847958543	0.027178043686446753
ADAMTS16	0.00041198245116150776	0.0002540612899004697	1.3865578683870418e-05
ADAMTS17	0.014144761118910313	0.010145279576193466	0.004370931006126184
ADAMTS18	0.0	0.0024048891316360774	0.0
ADAMTS19	0.0	0.0001334651430552515	0.0003671004606915016
ADAMTS2	0.000904764462118259	0.012070842612897443	0.04390990623561021
ADAMTS20	0.0	9.059740904327091e-05	0.0
ADAMTS3	3.990632011284968e-06	0.000276693775586717	0.00032890586806505576
ADAMTS4	6.331316030792248e-05	9.430907214513468e-05	0.0006033878044442878
ADAMTS5	0.0	0.0003235079345116491	0.0016416390859476
ADAMTS6	0.0003262260635046486	0.0003232732567278252	5.874249269323594e-05
ADAMTS7	0.0	0.0017478285111940841	0.0023207434878975675
ADAMTS8	0.0023552229589303532	0.002511030571408736	0.009600196051511056
ADAMTS9	0.0	0.0053332236111668825	0.011711525081534004
ADAMTSL1	1.8837579723757507e-05	0.000878258027522223	0.0004445537157870468
ADAMTSL2	0.016109920949830367	0.029940169744949438	0.12008048867454744
ADAMTSL3	0.0	0.0006427918284004934	0.006798860339943388
ADAMTSL4	0.0011805827070932764	0.0006421022866134243	0.0020843064253309724
ADAMTSL4-AS1	0.00010203016007222716	2.75364937710779e-05	7.181250793976735e-05
ADAMTSL5	0.015581732897492156	0.0006438631686881878	0.02188804083491103
ADAP1	0.001608499213739535	0.003028746559331507	0.003288719407001139
ADAP2	0.000573810344090003	0.0040103530316069275	0.004440902796869799
ADAR	0.0013635866134283508	0.0010705823644750487	0.0008304995821724304
ADARB1	0.0022190203007887172	0.00102191665756035	0.0015293236560863397
ADARB2	0.11378611554858464	0.13077195150954424	0.03141189678259825
ADAT1	0.0002697932813799945	0.00016079676139110695	9.380385166524031e-05
ADAT2	0.00031889749398211005	7.187747625985073e-05	7.430203281825885e-05
ADAT3	3.312508894697227e-05	6.185590506075038e-05	3.753047417418715e-05
ADCK1	0.00032095988787679536	0.00026557238744270476	0.0003008481461888658
ADCK2	0.000350727907547364	0.00031850136113767327	0.0003160283354459558
ADCK5	0.0003370496821273148	0.0003758760039138789	0.0003167412022010195
ADCY1	0.0007695388069507957	0.06360036123294162	0.02591892979127357
ADCY10	4.128284837932804e-05	5.463471555333433e-05	2.7856409545380894e-05
ADCY2	1.3691818851787371e-05	0.023292863886080487	0.0007593814025777338
ADCY3	0.000589225852194933	0.0006956281593164301	0.0005887328253832696
ADCY4	0.02694687653254724	0.006284639456926984	0.06486468719684649
ADCY5	0.006684944648523108	0.11169780835288466	0.20831888253141181
ADCY6	2.464215202562292e-05	0.0015622907737789292	0.0020917609878337287
ADCY7	0.0011922373482030882	0.00035764399131216613	0.0004678001283441204
ADCY8	0.0	0.014328315623025407	0.0009010101376380208
ADCY9	0.001303924457600454	0.0016102888924468942	0.002767023049525389
ADCYAP1	0.001697251440890733	0.010818561778871527	0.005717248203674613
ADCYAP1R1	0.0	0.09886575365670192	0.02112849889194502
ADD1	0.00044088760017997353	0.00047812957808961366	0.00040340815530597474
ADD2	0.08121165308401486	0.19416258384689075	0.009584352630750902
ADD3	0.0007676191460197617	0.00044870140663459045	0.0005224690472189224
ADD3-AS1	0.00014776983800086088	4.6675358956472046e-05	5.778989428583978e-05
ADGB	6.842001089948424e-06	1.9280346267789736e-05	6.842001089948424e-06
ADGRA1	0.0	0.16400352882278552	0.0009819541738793692
ADGRA2	0.01290989840851206	0.008856570581954633	0.02754515749281855
ADGRA3	0.00038329212718522267	0.0007504105949335656	0.0005890059181945432
ADGRB1	0.06230167791379477	0.21191102795592787	0.019056088980819133
ADGRB2	0.005080079746991488	0.0730159735804113	0.05003421669003175
ADGRB3	0.0	0.004013728461589021	0.0007547798784764554
ADGRD1	0.0003679014036388624	0.002908778223200785	0.030594134004413045
ADGRE1	0.002148197794332198	0.0	1.6379791495298556e-05
ADGRE2	0.002754134387342127	9.532774594462769e-05	0.0007733728132433341
ADGRE3	0.00013552305955255104	0.0	0.0
ADGRE5	0.000748868134282767	0.0001179934232962211	0.00041289136033443387
ADGRF1	0.0	0.0	0.0
ADGRF2	9.441052677396175e-06	2.002410753707319e-06	0.0
ADGRF3	0.0003075662843348465	5.889623049538077e-05	2.5510409995665383e-05
ADGRF4	0.0	4.8361525696938e-06	5.115969474938992e-05
ADGRF5	0.0	0.0007067911933849119	0.0021623692369985544
ADGRG1	0.002171967289472003	0.02943136876906547	0.012394764655341822
ADGRG2	0.00012905428023802536	0.00011188609826152639	0.0009726924641130604
ADGRG3	0.004242836996698001	0.0039638503780462285	0.0006830398094667463
ADGRG4	0.0	9.924664161054809e-05	4.9795796497029864e-05
ADGRG5	0.0028879744292341827	5.51870132366467e-05	0.0001594999699260774
ADGRG6	8.802595897208391e-05	0.000476497951725308	0.0008284983313865726
ADGRG7	0.0	0.0	0.0
ADGRL1	0.0025843542450134246	0.003212588004293634	0.002285518545172311
ADGRL2	0.0	0.00384907896277344	0.006387740435009379
ADGRL3	0.0	0.0044073763738593855	0.0005263951047152588
ADGRL4	0.0	0.0005889348853175332	0.00185410971463053
ADGRV1	0.000611468030332016	0.039541822106748	0.00011014002829401156
ADH1A	3.125655337752347e-05	1.6106601523673e-06	0.00024249087747738588
ADH1B	6.23898279516857e-07	0.0	0.0009765529815648307
ADH4	1.4007043000065288e-05	2.0715143685679377e-06	5.0175777916797114e-05
ADH5	0.00019315232940802187	0.00023772015483425568	0.0002503889011707735
ADH6	7.391048760187175e-05	0.0	1.2580591774836314e-06
ADH7	0.0	0.0	6.623338483294696e-06
ADHFE1	0.0007118727452023507	0.0006328032544864764	0.0009850333592501543
ADI1	0.00036937709667087275	0.00025351750828374873	0.0005538015390712024
ADIG	0.0	0.0	5.166068810342499e-06
ADIPOQ	0.0	0.0	0.0028122679028630445
ADIPOR1	0.0002847383584459132	0.00026200231608391333	0.0002828081964063852
ADIPOR2	0.00028466569324032693	0.00035395014686231296	0.00043334478330028895
ADIRF	0.0004247224090734695	0.0003491146504000964	0.0013440901048384403
ADK	0.0010163532314641922	0.001025177884655367	0.00120631186125143
ADM	6.171015587932703e-05	0.0026497620138409487	0.005981705584926045
ADM2	0.0006522599644053506	6.851738215352965e-05	0.00010095923650185771
ADM5	0.0002325462806144332	0.00019745924191436043	8.764601795770253e-05
ADNP	0.00032827903864175587	0.0003088453217255418	0.00022518058390086072
ADNP2	0.00047898313447775976	0.0002612322809955476	0.0002353820672608881
ADO	0.0003499570240821357	0.00033764414177761613	0.000399261715391887
ADORA1	0.0	0.1252116579387382	0.2917439032508478
ADORA2A	0.005822323801822301	0.006632957245759702	0.004563700933824955
ADORA2A-AS1	0.002980340556695964	0.000145984416348591	0.002338499154301437
ADORA2B	0.0011683859853069498	0.002001358897040507	0.00048822253737662797
ADPGK	0.0004431888931038285	0.00031822637760485863	0.00027127836490587804
ADPRH	2.1605612229955735e-05	5.69700146518312e-05	0.0004780367461712589
ADPRHL1	3.8834888703251277e-05	0.00014061651951720872	0.0008837709229029544
ADPRHL2	0.00022160995039818476	0.00021639202833073466	0.00021555246982660442
ADPRM	0.00028313543968412364	0.00017322301318644764	9.559082657366491e-05
ADRA1A	0.0	0.005371234563469189	0.004602695230439271
ADRA1B	0.0	0.09063734973276924	0.07058756949773058
ADRA1D	0.0	0.02776297950366627	0.0029639042908208646
ADRA2A	0.00019442450079594696	0.019080653224566726	0.011593116434640081
ADRA2C	0.0	0.04387692362851238	0.06590938435855874
ADRB1	0.0	0.020050977356286394	0.08317482826577188
ADRB2	0.00018632851995797802	0.0005613601106512281	0.001227144688210537
ADRB3	0.0	0.0	0.0019711128778999304
ADRM1	0.00016404100315807192	0.000192011609072161	0.00023979039847554675
ADSL	0.00028177476328073055	0.00024507048453567586	0.00022035215556989715
ADSS	0.00039248927924774867	0.00027370068232786596	0.00020453562755025673
ADSSL1	0.000881720793439879	0.000616092095474529	0.004250613678475636
ADTRP	0.0021548707421730185	1.5892934349763673e-05	3.665186127427796e-05
AEBP1	0.0012618369157116206	0.0012908997559754737	0.0018692493168820528
AEBP2	0.0003539645702679677	0.00021193755260436175	0.0003016750217362951
AEN	0.00034041407490239243	8.159655375861954e-05	0.00014203851254454748
AES	0.0007914948289623876	0.0008302305503888934	0.0008853883925812266
AFAP1	0.002272523433644502	0.009569014424691973	0.005695542145803042
AFAP1L1	0.0029350052997720254	0.007841564840745668	0.035423978454099274
AFAP1L2	0.005159543326200075	0.018151809931663297	0.025599040498406583
AFDN	0.0028856934273320304	0.022340208848014326	0.01242825215944437
AFF1	0.0005972321118039393	0.00028806456757372775	0.0005195311086742351
AFF2	0.0035116401991558055	0.007732143030088284	0.0021511304150716322
AFF3	0.03923000758900506	0.04744544625134416	0.023354794864732686
AFF4	0.00039168691424868357	0.0003382784470883419	0.00022492837976150108
AFG3L2	0.0003486329641617629	0.00023628602044619486	0.000457664905335527
AFM	0.0	0.0	0.0
AFMID	2.5192162733505083e-05	0.0001202906444347984	0.00017403401190534395
AFP	0.0	0.0	1.1932765805839583e-05
AFTPH	0.00048450162158919757	0.0004183592884280833	0.0003168132927762689
AGA	0.0001617229783895827	7.481269229892915e-05	0.00011355865359612788
AGAP1	0.00297639244850033	0.03312503558636588	0.0272959234506765
AGAP2	0.1474085501670269	0.15800709121733647	0.048762553249730105
AGAP2-AS1	0.0008092206077476622	0.0007754480284894928	0.0003389794235660478
AGAP3	0.0009172500493558552	0.002409787074839452	0.001913605915078511
AGAP4	2.0394063805414713e-07	1.9741293787175697e-07	1.0757196310619734e-07
