	Blood(T_helper_naive_cells)	Brain(Germinal_Matrix)	Heart(Right_Atrium)
CADM1	0.010322621591674956	0.15456506176366142	0.08203576931571747
CADM3	0.0	0.341808510638426	0.16564948877434293
CADPS	0.00020819600222206673	0.07584643579521044	0.06441996212494226
CALB2	0.0	0.14754596716828403	0.01762914726365175
CALCA	0.001472332589424351	0.0	0.007395571987649459
CALY	0.04161027376780597	0.2290294773268926	0.012516766957445276
CAMK1G	0.0	0.07145558939427728	0.003269737279879029
CAMK2B	0.0013314940301561084	0.1055572315202597	0.18577086325760142
CAMK2N1	0.026319489111861938	0.19567312134827314	0.11629560003718972
CAMTA1	0.11285254147536869	0.24746074385171224	0.2886284218444265
CAPN6	0.0	0.04096277706013728	0.0008976497100802484
CASZ1	0.12745196088873673	0.08788414503970131	0.3198260977622789
CBFA2T3	0.01747434725754385	0.1389715716074586	0.10195299578097682
CBLN1	0.0	0.05974090855471321	0.09654186676946976
CBX2	0.004054263776112667	0.1843631940832742	0.055833269046902945
CBX8	0.04826891741505438	0.2401775689351968	0.1834559802488139
CCBE1	0.0	0.006930574309886883	0.02101958354807713
CCDC140	0.0	0.0	0.0
CCDC33	0.0	0.006010006217127128	0.003835513276142934
CCDC8	0.0	0.06555143566097915	0.12999703617206523
CCM2L	0.0	0.05160865976015761	0.178210580245213
CD300E	0.019883977210601297	0.0005381544011531659	0.030453475835622912
CD40	0.032753713908647286	0.012943418803147977	0.08190719770489978
CD6	0.30834689895272605	0.005234795416912949	0.004645959198558515
CDC20B	0.0	0.013610491206342923	0.000686101937074164
CDH22	0.004754353224721415	0.556488444167351	0.7051769216191713
CDH23	0.2040964673876559	0.04095904583402637	0.07451800026310693
CDH4	0.02265987742083457	0.33270552430650124	0.036908564337541666
CDK5R2	0.0	0.39799106629692416	0.01020480492431054
CDKN2A	0.01825800435238402	0.061141210967081805	0.01663116293487899
CDX2	0.0	0.0	0.0
CEACAM21	0.09360698587829083	0.008299001490000398	0.010506500560914303
CEACAM5	0.0	0.0	0.004335655076386449
CEACAM7	0.0	0.00038103877891200254	0.0013995341841493705
CELF4	0.05203674911076439	0.9334953315249853	0.10835036311253513
CELF5	0.007318206020740804	0.24377303981637602	0.00038629260410581696
CFAP46	0.0014301023029045642	0.010917449138719814	0.006011235143043283
CFAP65	0.0030888640584859723	0.014610650764270143	0.0
CFAP74	0.00012663644561497494	0.002424895325130848	0.001626860802495894
CFAP77	0.016316117825293217	0.030311381414677593	0.3640497548732646
CHAT	0.0	0.01620568721131065	0.005842161608771576
CHD5	0.00811274476684331	0.17239985005441205	0.03088506159937416
CHRDL2	0.0014361760034997898	0.008484997857554178	0.012658943593469845
CHRM1	0.0	0.04714596472850641	0.0018821205992907433
CHRND	0.028026407722037162	0.001110004691714843	0.005304891318419022
CHST1	0.0	0.12135732896379241	0.048573330262110345
CHST8	0.0	0.04929376508013145	0.03681471391694985
CIB4	0.0	0.0012345406004202108	0.0009677613590445683
CITED1	0.006712275668877591	0.13361972620439524	0.008098850232886838
CLDN14	0.0005877966146437783	0.0	0.0009363192213256214
CLEC4G	0.0	0.012399207493235129	0.010051936897593103
CLIC6	0.006556820076127297	0.006304001244076101	0.07627160012900583
CLYBL	0.05888118916147054	0.013219320298180591	0.061443270489115874
CNGA3	0.0	0.0273174111991353	0.00019974999596532563
CNPY1	0.01169410341538286	0.06850398992867421	0.0
CNTFR	0.0	1.0662141384898547	0.7310709089810324
CNTN2	0.0018035249095862908	0.14491176097421	0.05011373881971585
COL12A1	0.00026550775842029613	0.006138233278206605	0.046546083106191766
COL13A1	0.0004017529247757185	0.0013689231536158576	0.054075478165528656
COL20A1	0.0007022333967798935	0.05375322914458788	0.00011762215377105586
COL27A1	0.008463989993300941	0.016664412844903154	0.06275249308050665
COL2A1	0.0054977326380370815	0.06744594391820936	0.005991644495423011
COL4A2	0.0002504661067533749	0.08558256302796928	0.1435658215139362
COL4A6	0.001467271078905367	0.032242078961704695	0.07442859706219561
COMP	0.008379032952781288	0.0	0.1787548557933986
CPEB1	0.007680400995605801	0.03674691538695525	0.06214534158152832
CPLX1	0.029744524559336384	0.28238724164938783	0.25613367403137244
CPLX2	0.05500939680046978	0.48481364738941757	0.023323304695704636
CPLX4	0.004761772144948969	0.0	0.0
CPXM1	0.029847888911394154	0.359168731470233	0.08936040284299644
CRABP1	0.0	0.1776679793706294	0.0045935945371629655
CREB5	0.00301062119650392	0.08331688959786439	0.04405953460131982
CRHR1	0.25705643420710617	0.34849785099294844	0.13994162732185325
CRHR2	0.006508753781128436	0.027378897024340945	0.016755134182181813
CRLF1	0.0007899280163261553	0.031069430527678327	0.2725272046151738
CRMP1	0.003189271727331655	0.914867917431853	0.03537508730549286
CRTAC1	0.06564729018528297	0.30073635013422834	0.6115743617120242
CRYBA2	0.0	0.0	0.004357765927261413
CSMD2	0.0	0.1843859805077697	0.007214174969868315
CUX2	0.056898004676695355	0.42111351331810787	0.0012159064758353296
CXCL14	0.0	0.23846701664161768	0.12764326355461664
CYP19A1	0.0	0.0003270676788088272	0.006455306309770641
CYP24A1	0.002387022321799573	0.0	0.0
CYP26A1	0.001142267271907382	0.016356074943175113	0.0006071274995041969
CYP26B1	0.004330530035736579	0.16362206973136045	0.24856852775249963
CYP26C1	0.0073067804465531145	0.0	0.0044390456711271035
CYS1	0.0	0.0020406952997181907	0.08592641381500406
CYTH4	0.12645156902067012	0.013912637638726149	0.02518139624651201
DAB2IP	0.0007757040923293827	0.08459913144745973	0.09170467710065991
DBH	0.17110826053401748	0.018228090121149648	0.007661623837210467
DBX1	0.00837867793929311	0.0	0.0
DCHS2	0.0015564847044418364	0.027846541191267764	0.0003685992107285094
DDN	0.0036993610167257345	0.12392967878912337	0.06760483037965984
DGKG	0.005143519410206318	0.019042995913560935	0.06556721810493038
DIO3	0.0	0.006692955063072441	0.021694750136856063
DISP3	0.041592183051686354	0.24079747462534445	0.001300810639909152
DLGAP2	0.00030207809597054716	0.036036860606203446	0.0018685014162517274
DLGAP3	0.02428228889965383	0.142725030711026	0.006112473193698836
DLGAP4	0.13309850478841312	0.29756382896333566	0.18568971378700339
DLK1	0.0	0.014529307359665386	0.005858591269052611
DLL1	0.06197852915632157	0.16848189971811084	0.16764043805647916
DLL3	0.0002514839135222597	0.35443052622030674	0.006616486285326839
DLL4	0.004004289636848708	0.0526197590756954	0.09856846045291512
DLX1	0.0022937632026339533	1.9752972715698056	0.05757064167992763
DLX2	0.002287714619221031	1.874636040870281	0.007457617170234378
DLX3	0.0	0.0	0.050006442463674035
DLX4	0.16647794316298647	0.012374948097450978	0.02399659487345267
DLX6	0.0	1.6237951236088202	0.006445063110663133
DMBX1	0.0	0.013046989224240144	0.0
DMRT1	0.0	0.003427691830934342	0.0
DMRT2	0.0	0.005917872115407134	0.006430661011083543
DMRT3	0.0	0.01270671421098999	0.0
DMRTA2	0.0	0.08803389032195642	0.008385343792906728
DMTN	0.15163848082708814	0.16720816258942037	0.31092756317780973
DNAAF3	0.0	0.03469569488518274	0.04655920803576532
DNAH2	0.00010592193962198167	0.02034943845711248	0.0015564479729174685
DNAH8	0.0025443885574371887	0.0010253069768481028	0.0005139287511188242
DNAJB8	0.022071231439591228	0.0	0.0
DNAJC22	0.0	0.01599886468626892	0.005729754081812342
DOK7	0.011900802489079241	0.01120190789961184	0.26142361074480075
DPF1	0.010755297134221775	0.11557938384481396	0.0015275259267703237
DPYSL2	0.03195796332612327	0.18669508032430782	0.11973619397438175
DPYSL5	0.0	0.7017129524546071	0.004752177106794077
DRAXIN	0.0013961782875055826	0.1496730911800498	0.0010701795612006342
DRD1	0.0	0.06309815623200725	0.0
DRD2	0.0033911085683306953	0.22370394562320323	0.001957593174373145
DRGX	0.0	0.0019465776078998716	0.0
DSCAML1	0.060941251178575614	0.680819957068754	0.06083064000061268
DSP	0.0003102493059917167	0.02128185942169407	0.3540607163811199
DTX1	0.11386409004607799	0.21071053850822577	0.030788544226871196
DUOX1	0.02345651249629882	0.0028383745044984906	0.02332326819871197
DUOX2	0.0022940501771862606	0.0006355100919669885	0.014871851608351007
DUOXA1	0.005373385836441778	0.0035440306773851845	0.04665925383606585
DUSP4	0.025691750232653982	0.052617538817424134	0.04300728490365546
DUSP9	0.0	0.03937304609541438	0.0012655393754188707
DYSF	0.017582059138832342	0.005976997446178992	0.1170800009879788
EBF1	0.006125270630053225	0.11942936018400278	0.1982640215130536
EBF2	0.0	0.006191056849467886	0.6205802741276935
EBF3	0.020359148031299953	0.061115833705638584	0.5793655065637981
EBF4	0.136196835099096	0.3630241649714541	0.1616183267832697
ECEL1	0.001132436388257327	0.21918612728560397	0.00495617790667976
EDN3	0.014561473591214878	0.02952957521710989	0.0
EEF1A2	0.011507451193145841	0.5227658974740718	0.7016415658398574
EFCC1	0.00958459668507755	0.005247030890436921	0.03489905420410603
EGFL6	0.0	0.008909431189460911	0.00030073561925357886
EGFLAM	0.0	0.015999940205161902	0.09780715281031105
EGR3	0.005253996660961703	0.020575645955031	0.13306963154210918
EGR4	0.0	0.019286162917722175	0.0600016178658731
ELAVL2	0.0	0.10566216415006603	0.0017001252938921953
ELFN2	0.04437613112834464	0.5204408528502317	0.013943315030213423
ELMOD1	0.0	0.0805694214051201	0.08235173790115877
EML1	0.0	0.05711724685467572	0.07578018334328589
EMX1	0.014997519009448285	0.0514429611874854	0.026229041014532575
EMX2	0.0	0.343415903874548	0.11123144366875773
EN1	0.0	0.0	0.0
EN2	0.0	0.00619578340483315	0.11328244106549455
ENPP7	0.0	8.784782277598611e-05	0.00048100532177557164
EOMES	0.09675032071339472	0.21685324056067712	0.015060535120610842
EPHA10	0.0019016270793999488	0.10945275440992194	0.01688297948721762
EPHA8	0.0	0.1851044842407562	0.0
EPHB3	0.0008649950588991658	0.04686090531474501	0.01414907099235379
EPS8L1	0.008179824466220032	0.027551088525747742	0.017240793531078
ERC2	0.0	0.06394037843902735	0.012918431383295872
ERG	0.010855187386086075	0.011985347913220456	0.07543963235794435
ESPN	0.17037688351127456	0.05991408116497131	0.01192882343816782
ESRRB	0.023476064128191462	0.004727087365878199	0.28928343166410836
ESRRG	0.0	0.03055722363091754	0.07877550494492744
ESX1	0.0	0.0	0.0
ETV5	0.00025824650513758574	0.06648725547154831	0.026267098401236175
EVX1	0.0018535072748345194	0.0	0.006649840751007516
EVX2	0.0	0.0	0.0
EYA2	0.0002189470670067137	0.05911069154061535	0.04146891632761676
FADS6	0.008437446612176195	0.006162731491817512	0.002685907756013555
FAM120B	0.1261208716187537	0.11489934548753612	0.09956856628392088
FAM163A	0.0009355028230619805	0.0035425706133995765	0.012288134853354138
FAM167A-AS1	0.0005176650751110966	0.0023098449503553904	0.01823759778986175
FAM172A	0.08564488811377884	0.09570968589108927	0.06741959740416804
FAM19A4	0.0	0.0033822595760246627	0.000703521752256921
FAM43B	0.0	0.13508706288832653	0.08555613476742094
FAM83F	0.008374901915052083	0.0008282747186878717	0.0493368097007296
FBXL16	0.20457684381541366	0.3512578407210498	0.019514027293437295
FEV	0.0	0.0	0.0005930390185028272
FEZF1	0.0	0.34514299847523844	0.0
FEZF2	0.0	0.37465534441906706	0.0
FFAR4	0.0	0.0	0.004597426577571426
FGD5	0.0033049137646326	0.013457353806220462	0.07675740219787677
FGF13	0.0007920934313878333	0.13761931279329503	0.07684097616389024
FGF19	0.0	0.0024515091146666956	0.0
FGF3	0.0	0.0	0.0
FGF4	0.0	0.0	0.0
FGF5	0.00029108231364979355	0.0033489550417871933	0.00029108231364979355
FGF8	0.003659637337137457	0.0	0.0025151068996334958
FHOD3	0.00930258140245871	0.07611507059639043	0.13125131658112327
FIBCD1	0.007776582572385695	0.06654943832411744	0.020428508260016427
FIGLA	0.0	0.0	0.00712334631800432
FLI1	0.33712880857264566	0.08202053833470657	0.20222405647068104
FLT1	0.01263099841033386	0.05361641095917558	0.11792962309155071
FLT4	0.03319523572008652	0.01455469482353874	0.0419763499803449
FNDC1	0.0	0.016589766051925386	0.003874517561991082
FOXA1	0.0	0.0	0.0
FOXB1	0.03547129407320592	0.18918040599473346	0.0
FOXB2	0.0	0.0	0.0
FOXC1	0.007764921011799562	0.14436733852714992	0.4913415716262999
FOXC2	0.0	0.0493764630990331	0.0924049826652094
FOXD2	0.047748752680069916	0.007846829506800018	0.014089495567286146
FOXD3	0.0	0.0	0.10562087565732557
FOXE1	0.04907747025666648	0.0	0.0016176559626202142
FOXF2	0.0	0.49251168515802585	0.10399321887919477
FOXG1	0.0	0.5588814621723888	0.02695216653988263
FOXL1	0.0	0.04316499454846256	0.11075337043071876
FOXL2	0.0	0.004494415448940628	0.0
FOXL2NB	0.0	0.0037844919259245866	0.0
FOXN4	0.004521368080161915	0.18004598100539468	0.000500824420361935
FOXO6	0.001638577664179091	0.19326441808889724	0.03585078094548416
FOXP4	0.05821204803715437	0.1503495328086995	0.1216858847286706
FRMD4A	0.10040599561044185	0.28224058832156185	0.1663893397657586
FRMPD1	0.006251990667556963	0.0786828863883913	0.042858862818960904
FSTL4	0.034054161965987526	0.04106463068613599	0.0005821204222632179
FXYD6	0.001170831748368162	0.2087705514067361	0.10011712880935184
FZD10	0.0	0.022044139472784045	0.009855005662082346
GABBR2	0.0	0.35930364151054145	0.0005781370480714508
GABRD	0.0	0.12147749931303911	0.019664287630878727
GAD1	0.0008789983599180988	0.7076487368805675	0.001404300703597879
GAD2	0.0	0.6673200372020083	0.0
GAL	0.0	0.007263663997807607	0.005972657376873706
GALNT14	0.004771305207869855	0.08520566041390967	0.0022354197279146433
GALNT18	0.0005123537425727962	0.05342631536474973	0.11525464325105908
GALNT9	0.031908094434725476	0.10877083648193807	0.004973739543842645
GATA2	0.11207940449027369	0.07768261397050709	0.8361438853228389
GATA3	1.3578628377351423	0.04662219626493092	0.3532441095516413
GATA4	0.0	0.0	2.842261528807043
GATA5	0.0	0.001144628801556624	0.23307613964450138
GATA6	0.0	0.00419550570135784	0.7868299050213342
GBX1	0.0	0.0054304058255154625	0.02079136753636924
GBX2	0.0	0.05599112504876463	0.0
GDF6	0.0037635408428083354	0.014189386167601627	0.43738478876948306
GDF7	0.007946144139934807	0.0	0.012821792956646318
GDNF	0.0	0.013254857290301953	0.01352480312866173
GFI1	0.11082431067944071	0.0033792820968853786	0.005297011900267822
GFI1B	0.006262477438821579	0.00915787124360484	0.007380260315079799
GFRA1	0.0	0.03530994755476742	0.06410917680040214
GFRA2	0.021161032386286877	0.04525928426347747	0.046715396895619724
GJA3	0.0	0.001309707531571852	0.24242715797622505
GJB2	0.0	0.018338196022060486	0.005862911490446238
GJD2	0.0	0.027219667294564782	0.07800877527945291
GLIS1	0.0	0.00716010120792539	0.01524968455951756
GLP1R	0.0030670734042813246	0.03392040971117206	0.15981477321664397
GMDS	0.14558421071641048	0.1342537588688781	0.10986241901799192
GNAS	0.4911398875755145	0.6370834213766721	0.5766386241773781
GP1BB	0.011124826627105275	0.24498823245521087	0.23196791817666298
GPR101	0.0	0.0016472589697264083	0.0
GPR12	0.0	0.05811327042576978	0.0
GPR153	0.004105911070858037	0.12153968630169112	0.07405466917170203
GPR26	0.0	0.022015808875789154	0.0
GPR50	0.0	0.00022402178703588048	0.0
GPR78	0.0	0.0003694683579017702	0.01136265045253374
GPRIN2	0.0003069912580286752	0.041042817262788835	0.0012791989469267766
GPX5	0.0	0.0	0.0
GRAP2	0.1661263903017779	0.0010646041155898168	0.026802040531273205
GRID1	0.0	0.1937107442082567	0.01924154049957271
GRID2IP	0.021730366626625152	0.02119825346498472	0.002881045908920329
GRIK3	0.0	0.48148409483147736	0.21094230391367047
GRIK4	0.001157712804989458	0.1613614611104376	0.04022081566320385
GRIN1	0.002055641502843304	0.41595823179393093	0.006395007265915753
GRIN2C	0.11355902578522593	0.06376916144738438	0.30212609898582354
GRM4	0.0	0.44445068255246406	0.0
GRM8	0.0004718125786754165	0.030853369371912548	0.001007027470127017
GRP	0.0	0.04135839095266476	0.0
GSC	0.0	0.004079387943817367	0.02538282068554376
GSG1L	0.0012038672134439736	0.06673989375363765	0.19020439516590412
GSX1	0.0	1.2108580807740317	0.0
GSX2	0.0	0.9065305346243931	0.001283942084811191
GUCY2D	0.0	0.0021374987668354357	0.012971925498756254
HAND1	0.004401290452791811	0.0	0.572962280866121
HAND2	0.0	0.0	0.8668579494940227
HAPLN2	0.025724192354822886	0.14685230617583445	0.10225575334501467
HCK	0.02965696844646206	0.057164404594848874	0.04996880289686595
HCN4	0.0	0.11124570457063103	0.46298424705176305
HECW1	0.0	0.11674548437902342	0.001691340618035781
HELT	0.0	0.8513888088132067	0.004744027238492488
HES2	0.0007171262299777016	0.0002998428630776771	0.0
HES4	0.014618892676724808	0.1920379671220686	0.1362225129041468
HEY2	0.002955570598687719	0.04146103157083703	0.05605789996819706
HHEX	0.016936999569884183	0.019291175248077677	0.047420583034481545
HLA-DQB2	0.02687013032355595	0.0004810557405901987	0.00020698622957772856
HLA-G	0.4083135782588134	0.0920210295311255	0.08687233638985428
HLX	0.021887933044261385	0.025704195152027723	0.24469574546581077
HMCN2	0.0	0.006920115442944711	0.09815209403809447
HMX1	0.0	0.1577520541296943	0.0
HMX2	0.0	0.0	0.0
HMX3	0.0	0.0	0.0
HOXA1	0.012646496548051618	0.0	0.025787958246806537
HOXA10	0.011220116715264024	0.0	0.0013900501147353183
HOXA11	0.0	0.0	0.0
HOXA13	0.0	0.0	0.0
HOXA7	0.0058752738260751955	0.0	0.0023778799280336077
HOXB1	0.0	0.0	0.0
HOXB13	0.0	0.0	0.0022342783130632616
HOXB3	0.09413063318126468	0.00034885947748664276	0.09345398731939994
HOXB5	0.001081387847197727	0.0	0.012430216684131357
HOXB6	0.0024525593749071574	0.0	0.04586575240516115
HOXB8	0.0	0.0	0.0
HOXB9	0.0	0.0	0.003108601179757373
HOXC10	0.0	0.0064926399530776556	0.0
HOXC11	0.0	0.0	0.0
HOXC12	0.0	0.0	0.0
HOXC13	0.0	0.0	0.0
HOXC4	0.020423610734827638	0.0	0.0773533039992671
HOXC5	0.0	0.0	0.03077753323304104
HOXC6	0.0	0.010157895303558465	0.05055526073430549
HOXC8	0.0	0.0019215229084384594	0.0040650912366940375
HOXC9	0.0	0.0	0.0037967000914854317
HOXD1	0.0	0.0	0.0027835760972580448
HOXD10	0.0	0.0	0.000920458460818998
HOXD11	0.0	0.0	0.0
HOXD12	0.0	0.0	0.0
HOXD13	0.0	0.0018998199147344471	0.0
HOXD3	0.0008090586488095431	0.0	0.02100293309738371
HOXD4	0.0	0.0	0.03163401008767453
HOXD8	0.0	0.0	0.14272387118629595
HOXD9	0.0	0.0	0.010447986934111805
HPCAL4	0.3907114816867427	0.29553583905301656	0.22414200668735712
HPSE2	0.0	0.0006891233202064277	0.0035295139874417813
HRH3	0.0005084526085802823	0.012579465951713586	0.00028699701793709077
HRK	0.0	0.0075466210578168155	0.0
HS3ST3B1	0.07960765748916165	0.014978623321473468	0.03092496909561309
HS3ST4	0.0	0.050265923743817505	0.0
HS3ST6	0.0	0.0	0.0
HS6ST2	0.001354124500503993	0.16012800311187061	0.01687678242953476
HSF4	0.0358529638178487	0.06930585887875919	0.1073908527519839
HSPA12A	0.0002617529552964486	0.10846427892447813	0.16242483462453586
HTR3A	0.0004922053576686373	0.019984282738325507	0.0019818427130723487
HYDIN	0.00045162077738496214	0.05637707310413279	0.004993982206639554
ICAM5	0.0007470990951284469	0.034093819209691116	0.023827102090500277
IDUA	0.14365897605535516	0.12332351341965354	0.07916394879801682
IFITM10	0.027222812012186206	0.042743153936967176	0.018215603301251177
IGF2	0.0	0.38615416839591904	0.6333780357686115
IGF2-AS	0.0	0.005575557779118099	0.015983652061557073
IGF2BP1	0.0	0.33529328299442457	0.0
IGF2BP3	0.007106936756933799	0.14385985439473317	0.000972395543758612
IGSF21	0.0	0.553137861186909	0.05019653551057715
IGSF9B	0.07361462290062966	0.09859069008970986	0.14271269647754545
IHH	0.008526085160352812	0.0065747170830043585	0.004595243843932932
IKZF3	0.10123518372596925	0.00012722376874858824	0.004867146476907315
IL17REL	0.0	0.00032775865030838444	0.0006995616042262496
